id,Gender,Age group,Concern_Type,Student_Concern,Solution,Department,Sub_Section
644,Female,21-25,Question,Will students be provided with transportation for field trips? ,University provides free transportation facility for field trips or field visits or any other university works for students.,Transportation Department,Transportation Management Office
645,Female,16-20,Question,Will the transportation be free of charge for field trips and field visits? ,University provides free transportation facility for field trips or field visits or any other university works for students.,Transportation Department,Transportation Management Office
646,Female,21-25,Question,Is the bus ticket price the same  for each route?,University provides free transportation facility to students.,Transportation Department,Transportation Management Office
647,Male,21-25,Request,can you change route of shuttle services.?,Thank you for your idea. We will direct it to the relevant section of the department.,Transportation Department,Transportation Management Office
648,Male,21-25,Request,can you change route of shuttle services.?,Thank you for your idea. We will direct it to the relevant section of the department.,Transportation Department,Transportation Management Office
649,Male,21-25,Request,can you change route of shuttle services.?,Thank you for your idea. We will direct it to the relevant section of the department.,Transportation Department,Transportation Management Office
650,Female,21-25,Request,can you change route of shuttle services.?,Thank you for your idea. We will direct it to the relevant section of the department.,Transportation Department,Transportation Management Office
651,Female,21-25,Request,it is better to have more shuttle services for different routes.,Thank you for your idea. We will direct it to the relevant section of the department.,Transportation Department,Transportation Management Office
652,Male,21-25,Request,it is better to have more shuttle services for different routes.,Thank you for your idea. We will direct it to the relevant section of the department.,Transportation Department,Transportation Management Office
653,Male,21-25,Request,Is it possible for changing a route of a particular bus ?,Thank you for your idea. We will direct it to the relevant section of the department.,Transportation Department,Transportation Management Office
654,Male,21-25,Question,How about the transportation facility in university..?,"University provides transportation facilities from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
655,Female,21-25,Question,Do you give transport to Kadawatha area ? ,"University provides transportation facilities from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
656,Male,21-25,Question,Can you please provide us the transportation bus routes ?,SLIIT transportation bus route from Kolpity to Malabe is Marine Drive Kolpity Railway Station - Senanayake Junction - Rajagiriya Flyover - Battaramulla - Koswatta - Malabe Junction - SLIIT. SLIIT shuttle services route fromJa Ela to Malabe is Ja Ela Railway Station - Kapuwaththa - Kandana - Mahabage - Ragama - Kadawatha - Mawaramandiya - Galwala Junction - Power House - Siyabalape - Kaduwela Junction - SLIIT. SLIIT shuttle services route from Panadura to Malabe is Panadura - Moratuwa - Katubedda - Dehiwala (William Junction) - Kohuwala - Nugegoda - Pitakotte - Thalawathugoda - Hokandara - Arangala Junction - Malabe Junction - SLIIT. SLIIT shuttle services route from Negombo to Malabe is Negombo Bus Stand - Koppara Junction - Katunayake 18th Mile Post - Highway - Thorana Junction - Kelaniya Temple - Bandarawaththa - Kaduwela Junction - SLIIT.,Transportation Department,Transportation Management Office
657,Female,21-25,Question,Is it possible for changing a route of a particular bus ?,"It is not possible for changing the route of a particular sliit shuttle bus. If there is an unavoidable reasons in roads, we have to change the routes.",Transportation Department,Transportation Management Office
658,Female,21-25,Question,Can I get transport facilities in an assured manner? ,University provides transportation facilities in an assured manner to students.,Transportation Department,Transportation Management Office
659,Female,25-30,Question,Where we can get transport?,"University provides transportation facilities from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
